gs_cat,gs_subcat,gs_name,entrez_gene,gene_symbol,human_entrez_gene,human_gene_symbol,gs_id,gs_pmid,gs_geoid,gs_exact_source,gs_url,gs_description,species_name,species_common_name,ortholog_sources,num_ortholog_sources
H,,HALLMARK_KRAS_SIGNALING_UP,57349,Ppbp,5473,PPBP,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,PhylomeDB,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,17872,Ppp1r15a,23645,PPP1R15A,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,12142,Prdm1,639,PRDM1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,66390,Prelid3b,51012,PRELID3B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,19092,Prkg2,5593,PRKG2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,18933,Prrx1,5396,PRRX1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,16913,Psmb8,5696,PSMB8,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,56195,Ptbp2,58155,PTBP2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,68927,Ptcd2,79810,PTCD2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,19225,Ptgs2,5743,PTGS2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,19279,Ptprr,5801,PTPRR,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,29809,Rabgap1l,9910,RABGAP1L,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,19653,Rbm4,5936,RBM4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,Treefam,Ensembl",6
H,,HALLMARK_KRAS_SIGNALING_UP,19662,Rbp4,5950,RBP4,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,19699,Reln,5649,RELN,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,57264,Retn,56729,RETN,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,19734,Rgs16,6004,RGS16,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20230,Satb1,6304,SATB1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,20255,Scg3,29106,SCG3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20394,Scg5,6447,SCG5,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20266,Scn1b,6324,SCN1B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl",11
H,,HALLMARK_KRAS_SIGNALING_UP,76816,Sdccag8,10806,SDCCAG8,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,20347,Sema3b,7869,SEMA3B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,Panther,OMA,Ensembl,OrthoDB",8
H,,HALLMARK_KRAS_SIGNALING_UP,20568,Slpi,6590,SLPI,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20614,Snap25,6616,SNAP25,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20616,Snap91,9892,SNAP91,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,20682,Sox9,6662,SOX9,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,13602,Sparcl1,8404,SPARCL1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,233744,Spon1,10418,SPON1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,OMA,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,20750,Spp1,6696,SPP1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,24064,Spry2,10253,SPRY2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,20440,St6gal1,6480,ST6GAL1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,268980,Strn,6801,STRN,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,21788,Tfpi,7035,TFPI,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,170744,Tlr8,51311,TLR8,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,67888,Tmem100,55273,TMEM100,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,72309,Tmem158,25907,TMEM158,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,66058,Tmem176a,55365,TMEM176A,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,65963,Tmem176b,28959,TMEM176B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,21929,Tnfaip3,7128,TNFAIP3,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,21938,Tnfrsf1b,7133,TNFRSF1B,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,21956,Tnnt2,7139,TNNT2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,240832,Tor1aip2,163590,TOR1AIP2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,21990,Tph1,7166,TPH1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,22029,Traf1,7185,TRAF1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,211770,Trib1,10221,TRIB1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,217410,Trib2,28951,TRIB2,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,66805,Tspan1,10103,TSPAN1,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,66109,Tspan13,27075,TSPAN13,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,21912,Tspan7,7102,TSPAN7,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,72088,Ush1c,10083,USH1C,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,22217,Usp12,219333,USP12,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,67776,Vwa5a,4013,VWA5A,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,74320,Wdr33,55339,WDR33,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,22421,Wnt7a,7476,WNT7A,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_KRAS_SIGNALING_UP,230734,Yrdc,79693,YRDC,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_KRAS_SIGNALING_UP,246196,Zfp277,11179,ZNF277,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_KRAS_SIGNALING_UP,67778,Zfp639,51193,ZNF639,M5953,,,,,Genes up-regulated by KRAS activation.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,11308,Abi1,10006,ABI1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,11350,Abl1,25,ABL1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,109934,Abr,29,ABR,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,60595,Actn4,81,ACTN4,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,75547,Akap13,11214,AKAP13,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_MITOTIC_SPINDLE,236266,Alms1,7840,ALMS1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",8
H,,HALLMARK_MITOTIC_SPINDLE,74018,Als2,57679,ALS2,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,68743,Anln,54443,ANLN,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,11789,Apc,324,APC,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,HGNC,OMA,Panther,Ensembl,OrthoDB",9
H,,HALLMARK_MITOTIC_SPINDLE,106952,Arap3,64411,ARAP3,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,11845,Arf6,382,ARF6,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,211673,Arfgef1,10565,ARFGEF1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,76932,Arfip2,23647,ARFIP2,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,78514,Arhgap10,79658,ARHGAP10,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,544817,Arhgap27,201176,ARHGAP27,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,214137,Arhgap29,9411,ARHGAP29,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,171207,Arhgap4,393,ARHGAP4,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,OrthoMCL,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,11855,Arhgap5,394,ARHGAP5,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,192662,Arhgdia,396,ARHGDIA,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,213498,Arhgef11,9826,ARHGEF11,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,69632,Arhgef12,23365,ARHGEF12,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,16800,Arhgef2,9181,ARHGEF2,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,71704,Arhgef3,50650,ARHGEF3,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,54126,Arhgef7,8874,ARHGEF7,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,68724,Arl8a,127829,ARL8A,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,66615,Atg4b,23192,ATG4B,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,20878,Aurka,6790,AURKA,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,12927,Bcar1,9564,BCAR1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,Panther,OMA,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,12125,Bcl2l11,10018,BCL2L11,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,110279,Bcr,613,BCR,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",10
H,,HALLMARK_MITOTIC_SPINDLE,30948,Bin1,274,BIN1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,11799,Birc5,332,BIRC5,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",12
H,,HALLMARK_MITOTIC_SPINDLE,12190,Brca2,675,BRCA2,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,NCBI,EggNOG,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,12235,Bub1,699,BUB1,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,EggNOG,NCBI,OrthoMCL,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
H,,HALLMARK_MITOTIC_SPINDLE,12345,Capzb,832,CAPZB,M5893,,,,,Genes important for mitotic spindle assembly.,Mus musculus,house mouse,"Inparanoid,HomoloGene,PhylomeDB,EggNOG,NCBI,HGNC,OMA,Panther,Treefam,Ensembl,OrthoDB",11
